category_large,category_medium,category_small,class,data_id,name,price
커피차,분말차,커피,01351300004,673,네슬레)신선한모카커피믹스15.2G,1000
커피차,분말차,코코아/핫초코,01351300005,674,네슬레 네스퀵쵸코리필 400G,1000
커피차,분말차,커피,01351300006,675,네슬레_네스카페수프리모디카페인_150G,1000
커피차,분말차,커피,01351300008,676,네슬레네스카페부드러운모카50T,1000
커피차,분말차,코코아/핫초코,01351300009,677,네슬레 핫초코오리지날 600G,1000
커피차,분말차,커피,01351300010,678,네슬레 초이스오리지날 리필 170G,1000
주류,맥주,국내맥주,01381200001,679,네오아티잔브루어리해운대,1000
의약외품,건강보조식품,눈/간/위/뼈,01421000001,680,네이처트리)국민간건강500MG*30정,1000
의약외품,건강보조식품,눈/간/위/뼈,01421000002,681,네이처트리)국민루테인500MG*30정,1000
의약외품,건강보조식품,눈/간/위/뼈,01421000003,682,네이처트리)국민뼈건강800MG*60정,1000
면류,용기면,국물용기라면,01530300001,683,농심오징어짬뽕컵67G,1000
면류,용기면,국물용기라면,01530300002,684,농심신라면컵65G,1000
면류,용기면,국물용기라면,01530300003,685,농심 새우탕컵(소) 67G,1000
면류,용기면,비빔용기라면,01530300004,686,농심 사천짜파게티컵 115G,1000
면류,용기면,비빔용기라면,01530300005,687,농심짜파게티큰사발123G,1000
면류,용기면,국물용기라면,01530300006,688,농심 너구리 큰사발면 111G,1000
면류,봉지면,국물봉지라면,01530300007,689,농심 생생우동면 276G,1000
면류,용기면,국물용기라면,01530300008,690,농심 순한너구리컵63G,1000
면류,봉지면,국물봉지라면,01530300009,691,농심생생우동봉지253G,1000
면류,봉지면,국물봉지라면,01530300010,692,신)농심멸치칼국수,1000
면류,봉지면,국물봉지라면,01530300011,693,농심)신라면건면(낱개)97G,1000
면류,봉지면,국물봉지라면,01530300012,694,농심신라면120G,1000
면류,봉지면,국물봉지라면,01530300013,695,농심안성탕면125G,1000
면류,봉지면,국물봉지라면,01530300014,696,농심)얼큰장칼국수103G,1000
면류,봉지면,국물봉지라면,01530300015,697,농심무파마탕면122G,1000
면류,용기면,국물용기라면,01530300016,698,농심)신라면큰사발면114G,1000
면류,봉지면,국물봉지라면,01530300017,699,농심)신라면블랙101G,1000
면류,봉지면,국물봉지라면,01530300018,700,농심)감자면92G,1000
면류,봉지면,국물봉지라면,01530300019,701,농심)사리곰탕110G(봉지),1000
면류,봉지면,국물봉지라면,01530300020,702,농심신라면건면,1000
면류,용기면,비빔용기라면,01530300021,703,농심)사리곰탕컵61G,1000
면류,봉지면,국물봉지라면,01530300022,704,농심신라면두부김치94G,1000
면류,용기면,비빔용기라면,01530300023,705,농심참치마요큰사발면,1000
면류,용기면,국물용기라면,01530300024,706,농심짜왕큰사발면,1000
면류,용기면,국물용기라면,01530300025,707,농심사리곰탕큰사발111G,1000
면류,용기면,국물용기라면,01530300026,708,농심새우탕큰사발115G,1000
면류,용기면,국물용기라면,01530300027,709,농심김치사발면86G,1000
면류,용기면,비빔용기라면,01530300028,710,농심짜파게티범벅70G,1000
면류,용기면,비빔용기라면,01530300029,711,농심)앵그리짜파구리큰사발108G,1000
면류,용기면,국물용기라면,01530300030,712,농심보글보글부대찌개큰사발면,1000
면류,용기면,비빔용기라면,01530300031,713,농심볶음너구리큰사발면,1000
면류,봉지면,비빔봉지라면,01530300032,714,농심올리브짜파게티140G,1000
면류,봉지면,비빔봉지라면,01530300033,715,농심사천짜파게티137G,1000
면류,봉지면,국물봉지라면,01530300034,716,농심)칼빔면144G,1000
면류,봉지면,국물봉지라면,01530300035,717,농심시원한메밀소바127G,1000
면류,봉지면,국물봉지라면,01530300036,718,농심순한너구리120G,1000
면류,용기면,국물용기라면,01530300037,719,농심 튀김우동컵 62G,1000
면류,봉지면,국물봉지라면,01530300038,720,농심)앵그리알티에이(RtA)(낱개)121G,1000
면류,봉지면,국물봉지라면,01530300039,721,농심오징어짬뽕124G,1000
면류,봉지면,국물봉지라면,01530300040,722,농심)감자면117G,1000
면류,용기면,국물용기라면,01530300041,723,농심무파마큰사발112G,1000
면류,용기면,국물용기라면,01530300042,724,농심우육탕큰사발115G,1000
면류,용기면,국물용기라면,01530300043,725,농심육개장큰사발110G,1000
면류,용기면,국물용기라면,01530300044,726,농심오징어짬뽕큰사발115G,1000
면류,봉지면,비빔봉지라면,01530300045,727,농심둥지냉면(비빔냉면)봉지162G,1000
면류,봉지면,국물봉지라면,01530300046,728,농심튀김우동(봉지)118G,1000
면류,용기면,국물용기라면,01530300047,729,농심김치큰사발면,1000
면류,봉지면,국물봉지라면,01530300048,730,농심쌀국수,1000
소스,소금류,제재염,01530700001,731,농심)몰튼솔트,1000
소스,장류,간장,01530700002,732,농심)혼다시120G,1000
주류,맥주,국내맥주,01531200017,733,(신)카프리330ML(병),1000
주류,전통주,과실주,01551200001,734,농업회사법인고은)선운산뽕와인300ML,1000
주류,전통주,청주,01571200001,735,농업회사법인금산인삼주)금산인삼주43%(병),1000
주류,전통주,청주,01621200001,736,농업회사법인우포의아침조선주조사,1000
면류,봉지면,비빔봉지라면,01640300001,737,농업회사법인현농)순쌀짜장면80G,1000
의약외품,위생용품,밴드류,01651000001,738,누리데믹스)마데카메디패치(1회용반창고),1000
의약외품,위생용품,밴드류,01651000002,739,누리메딕스시크릿커버밴드,1000
의약외품,위생용품,밴드류,01651000003,740,누리메딕스어드밴스키즈밴드(페코패턴밴드표준형),1000
주류,맥주,수입맥주,01661200001,741,뉴벨지움)팻타이어엠버에일,1000
주류,전통주,사케,01701200001,742,니혼슈코리아)하나야구준마이(종이팩),1000
주류,전통주,사케,01701200002,743,니혼슈코리아)노호홍(종이팩),1000
소스,절임/잼,과일잼,01750700001,744,다온웰푸드다나딸기잼,1000
주류,맥주,수입맥주,01831200001,745,에스트렐라담바르셀로나(캔),1000
주류,맥주,수입맥주,01831200002,746,에스트렐라담바르셀로나(캔),1000
면류,봉지면,국물봉지라면,01890300001,747,대산바이오)레몬밤쌀국수92G,1000
소스,분말조미료,가공조미료,01910700001,748,대상감칠맛미원500G,1000
소스,소스류,파스타소스,01910700002,749,대상 청정원명란크림파스타소스 350G,1000
소스,소스류,상온드레싱,01910700003,750,대상 청정원멸치액젓,1000
소스,소스류,양념소스,01910700004,751,대상 청정원돼지갈비양념,1000
소스,소스류,양념소스,01910700005,752,대상 청정원소갈비양념,1000
소스,절임/잼,과일잼,01910700006,753,대상 청정원후레쉬마요네즈,1000
소스,소스류,파스타소스,01910700007,754,대상 청정원매운갈비화끈한맛,1000
소스,소금류,정제염,01910700008,755,대상 청정원올리고당,1000
소스,소스류,양념소스,01910700009,756,대상 청정원소불고기양념,1000
소스,설탕류,물엿/시럽,01910700010,757,대상 청정원우리아이케찹,1000
소스,액상조미료,식초,01910700011,758,대상 청정원고소한마요네즈,1000
소스,액상조미료,식초,01910700012,759,대상 청정원사과식초,1000
소스,소스류,양념소스,01910700013,760,대상 청정원홀스래디쉬스테이크소스 205G,1000
소스,소스류,양념소스,01910700014,761,대상 청정원갈릭치즈마요소스 300G,1000
소스,장류,고추장,01910700015,762,대상)쇠고기볶음고추장60G,1000
소스,장류,고추장,01910700016,763,대상)직화맛쇠고기볶음고추장60G,1000
소스,소스류,양념소스,01910700017,764,대상 청정원오리엔탈스테이크소스,1000
소스,소스류,마요네즈,01910700018,765,대상 청정원맛소금 95G,1000
소스,소스류,상온드레싱,01910700019,766,대상 청정원허니머스타드소스,1000
소스,소스류,양념소스,01910700020,767,대상 청정원굴소스 260G,1000
소스,소스류,국물용소스,01910700021,768,대상 청정원 요리한수 된장찌개양념150g,1000
소스,소스류,국물용소스,01910700022,769,대상)조개멸치된장찌개양념450G,1000
소스,장류,간장,01910700023,770,대상)염도낮춘발효다시마간장840ML,1000
소스,분말조미료,기타향신료,01910700024,771,대상 청정원맛선생국내산생강 13G,1000
소스,소스류,국물용소스,01910700025,772,대상 청정원 요리한수 부대찌개양념150g,1000
소스,소스류,양념소스,01910700026,773,대상)청정원고메레시피마파두부양념,1000
소스,소스류,파스타소스,01910700027,774,대상)청정원알프레도파스타소스생크림&치즈,1000
소스,소스류,파스타소스,01910700028,775,대상)청정원까르보나라파스타소스베이컨&생크림,1000
소스,장류,고추장,01910700029,776,오뚜기초고추장500g,1000
소스,액상조미료,식초,01910700030,777,대상 청정원사과식초,1000
소스,액상조미료,맛술,01910700031,778,대상 청정원맛술 830ML(생강매실),1000
소스,소스류,상온드레싱,01910700032,779,대상 청정원프렌치발사믹드레싱 325G,1000
소스,장류,간장,01910700033,780,대상청정원햇살담은맛간장조림볶음용,1000
소스,절임/잼,과일잼,01910700034,781,대상에프앤비복음자리바로짜먹는사과버터잼,1000
소스,절임/잼,과일잼,01910700035,782,대상에프앤비복음자리바로짜먹는딸기잼,1000
소스,절임/잼,스프레드,01910700036,783,대상에프앤비복음자리바로발라먹는고구마버터,1000
소스,절임/잼,과일잼,01910700037,784,대상에프앤비복음자리바로짜먹는블루베리잼,1000
소스,절임/잼,스프레드,01910700038,785,대상에프앤비복음자리바로발라먹는마늘버터스프레드,1000
소스,분말조미료,가공조미료,01910700039,786,대상감칠맛미원250G,1000
의약외품,위생용품,파스,01981000001,787,대일화학공업)대일뉴아이스쿨에어로솔200ML,1000
의약외품,위생용품,위생솜/거즈,02041000001,788,대한위재상사)대한에탄올스왑100팩,1000
유제품,요구르트,떠먹는 요구르트,02210800001,789,덴마크)요거샐러드그린150G,1000
주류,맥주,수입맥주,02311200001,790,도아 가펠 소넨호펜 330ML,1000
주류,전통주,막걸리,02341200001,791,동강)동강더덕주,1000
의약외품,위생용품,연고,02351000001,792,동국제약)마데카솔,1000
의약외품,구강용품,치약,02351000002,793,동국제약 덴트릭스150G,1000
의약외품,위생용품,밴드류,02351000003,794,동국제약)마데카메디패치스팟패치12MM10MM,1000
주류,맥주,수입맥주,02471200001,795,동아인터내셔널)에드남스고스트쉽,1000
의약외품,기능성음료,숙취해소음료,02481000006,796,동아제약)가그린제로100ML,1000
의약외품,구강용품,구강청정제,02481000007,797,동아제약)가그린후레쉬라임100ML,1000
의약외품,구강용품,구강청정제,02481000008,798,동아제약)가그린오리지널380ML,1000
의약외품,구강용품,구강청정제,02481000009,799,동아제약)가그린 어린이용 사과,1000
의약외품,구강용품,구강청정제,02481000010,800,동아제약)가그린 어린이용 딸기,1000
의약외품,구강용품,치약,02481000012,801,동아제약)가그린오리지널250ml,1000
의약외품,유아용품,유아/아동용치약,02481000013,802,동아제약)가그린 어린이용 풍선껌,1000
의약외품,위생용품,임신/배란테스트기,02481000014,803,(주)수진텍굿뉴스얼리체크,1000
유제품,우유,일반우유,02510800001,804,동원대니쉬THE건강한우유,1000
유제품,우유,가공우유,02510800002,805,덴마크민트라떼,1000
유제품,우유,가공우유,02510800003,806,덴마크바나나우유,1000
유제품,요구르트,떠먹는 요구르트,02510800004,807,동원 소와나무 입안가득부드러운생크림요거트 85G,1000
유제품,요구르트,떠먹는 요구르트,02510800005,808,동원 덴마크 요거샐러드퍼플150G,1000
유제품,요구르트,떠먹는 요구르트,02510800006,809,동원F&B덴마크요거밀단호박150G,1000
유제품,요구르트,떠먹는 요구르트,02510800007,810,동원F&B덴마크요거샐러드옐로우150G,1000
유제품,요구르트,떠먹는 요구르트,02510800008,811,동원F&B)덴맠요거밀자색고구마150G,1000
유제품,치즈,모짜렐라치즈,02510800009,812,동원F&B)덴마크구워먹는치즈오리지널125G,1000
유제품,치즈,체다치즈,02510800010,813,동원)체다치즈 클래식612G,1000
유제품,치즈,체다치즈,02510800011,814,동원)트리플 슬라이스360G,1000
유제품,요구르트,떠먹는 요구르트,02510800012,815,동원덴마크요거밀,1000
유제품,우유,일반우유,02510800013,816,동원소와나무고칼슘우유,1000
유제품,우유,가공우유,02510800014,817,동원F&B)뉴트리플랜펫밀크반려묘전용우유,1000
유제품,치즈,체다치즈,02510800015,818,동원F&B)뉴트리플랜모이스트루참치와닭고기,1000
유제품,우유,가공우유,02510800016,819,동원페퍼민트밀크티,1000
유제품,치즈,체다치즈,02510800017,820,동원에프앤비)1987체다치즈클래식12매입,1000
유제품,우유,가공우유,02520800001,821,소와나무덴마크커피커피,1000
유제품,우유,가공우유,02520800002,822,소와나무덴마크초코초코우유,1000
유제품,요구르트,마시는 요구르트,02520800003,823,소와나무덴마크드링킹요구르트베리믹스,1000
유제품,요구르트,마시는 요구르트,02520800004,824,소와나무덴마크드링킹요구르트파인애플,1000
유제품,요구르트,마시는 요구르트,02530800005,825,덴마크드링킹요구르트자두,1000
유제품,요구르트,마시는 요구르트,02530800006,826,덴마크드링킹요구르트사과,1000
유제품,요구르트,마시는 요구르트,02530800007,827,덴마크드링킹요구르트청포도,1000
유제품,우유,일반우유,02530800008,828,덴마크대니쉬우유450ML,1000
유제품,요구르트,마시는 요구르트,02530800009,829,덴마크드링킹요구르트(플레인)310ML,1000
의약외품,위생용품,핸드워시/손세정제,02551000001,830,동일제약 아트릭스 에스오에스핸드세니타이저60G,1000
의약외품,기능성음료,비타민/에너지음료,02571000001,831,동화약품생생톤18ML,1000
의약외품,위생용품,콘돔,02651000001,832,듀오스킨투스킨,1000
의약외품,건강보조식품,비타민/미네랄,02661000003,833,드림리더)썬라이프비타민C1000(레몬/라임맛),1000
주류,기타주류,보드카,02701200001,834,디아지오코리아길비스 보드카 블루750ml,1000
주류,기타주류,보드카,02711200002,835,디아지오코리아)스미노프아이스그린애플향275ML,1000
주류,기타주류,위스키,02711200003,836,"디아지오코리아)조니워커""레드레이블""200ML",1000
주류,맥주,수입맥주,02711200004,837,디아지오코리아 홉하우스13라거 500ML,1000
주류,기타주류,보드카,02711200005,838,디아지오코리아)스미노프™그린애플향보드카(플라스틱병),1000
면류,봉지면,국물봉지라면,02760300001,839,디파이브컴퍼니 라황샹중경식마라탕면115G,1000
면류,봉지면,국물봉지라면,02760300002,840,디파이브컴퍼니 사천식탄탄면120G,1000
주류,맥주,수입맥주,02781200001,841,라사그라코리아)머피스아이리쉬스타우트,1000
주류,맥주,수입맥주,02941200001,842,레페브라운(캔),1000
의약외품,위생용품,밴드류,03011000001,843,롯데)초이스엘어린이밴드,1000
주류,소주,증류식소주,03011200001,844,롯데 진한처럼 360ML,1000
주류,기타주류,요리주,03011200002,845,롯데미림알콜14%,1000
주류,기타주류,칵테일,03021200001,846,순하리소다톡바나나355ML,1000
주류,소주,증류식소주,03021200002,847,롯데처음처럼PET400ML,1000
주류,전통주,과실주,03021200003,848,롯데설중매소다톡330ML,1000
주류,전통주,과실주,03021200004,849,롯데설중매골드360ML,1000
주류,맥주,국내맥주,03021200005,850,롯데클라우드클래식500ML,1000
주류,소주,증류식소주,03021200006,851,롯데처음처럼플렉스,1000
주류,전통주,과실주,03021200007,852,롯데설중매스파클링300ML,1000
주류,소주,증류식소주,03021200008,853,롯데)진한처음처럼1.8L,1000
주류,소주,증류식소주,03021200009,854,롯데부드러운처음처럼360ML(PET),1000
주류,소주,증류식소주,03021200010,855,롯데부드러운처음처럼1.8L,1000
주류,맥주,국내맥주,03021200011,856,롯데클라우드(캔)355ML,1000
주류,맥주,국내맥주,03021200012,857,롯데클라우드(캔)500ML,1000
주류,소주,증류식소주,03021200013,858,롯데부드러운처음처럼360ML(병),1000
주류,와인,스파클링와인,03021200014,859,롯데주류스펠세이세코,1000
주류,전통주,청주,03021200015,860,롯데)백화수복,1000
주류,소주,증류식소주,03021200016,861,롯데)부드러운처음처럼PET1L,1000
주류,기타주류,칵테일,03031200018,862,(신)롯데처음처럼순하리복숭아360ML,1000
주류,소주,증류식소주,03031200019,863,(신)롯데처음처럼순한360ML,1000
주류,전통주,청주,03031200020,864,(신)롯데청하300ML,1000
유제품,우유,가공우유,03050800001,865,롯데가나초콜릿밀크,1000
주류,맥주,수입맥주,03051200002,866,롯데)밀러(캔)473ML,1000
주류,소주,증류식소주,03051200003,867,처음처럼포켓200ML,1000
주류,기타주류,칵테일,03051200004,868,롯데칠성순하리유자360ML,1000
주류,기타주류,칵테일,03051200005,869,롯데순하리소다톡355ML,1000
유제품,요구르트,떠먹는 요구르트,03060800001,870,롯데푸드)파스퇴르바른목장알로에85G,1000
유제품,버터,무염버터,03060800002,871,롯데푸드파스퇴르홈버터,1000
유제품,요구르트,마시는 요구르트,03060800003,872,롯데푸드파스퇴르쾌변피쉬콜라겐,1000
유제품,우유,가공우유,03060800004,873,가나초콜릿밀크300ML,1000
유제품,요구르트,마시는 요구르트,03060800005,874,롯데푸드파스퇴르바른목장요구르트100ML,1000
유제품,치즈,체다치즈,03150800001,875,르몽드체다치즈90G,1000
의약외품,위생용품,렌즈관리용품,03211000001,876,리뉴후래쉬60ML-1118입고,1000
의약외품,구강용품,구강청정제,03291000001,877,리스테린내추럴시트러스750ML,1000
유제품,요구르트,마시는 요구르트,03690800001,878,매일바이오드링킹요커트플레인,1000
유제품,요구르트,떠먹는 요구르트,03690800002,879,매일유업 바이오 달지않은 플레인450G,1000
유제품,요구르트,떠먹는 요구르트,03690800003,880,매일유업)바이오 프로바이오틱 생크림 요거트 유자80G,1000
유제품,요구르트,떠먹는 요구르트,03690800004,881,매일유업)바이오 프로바이오틱 생크림 요거크 플래인80G,1000
유제품,우유,일반우유,03690800005,882,매일상하목장유기농우유저지방2%,1000
유제품,요구르트,떠먹는 요구르트,03690800006,883,매일바이오플레인스위트,1000
유제품,요구르트,떠먹는 요구르트,03690800007,884,매일바이오딸기요거트,1000
유제품,버터,가염버터,03690800008,885,매일 루어팍가염버터250G,1000
유제품,치즈,까망베르치즈,03690800009,886,매일 카스텔로까망베르125G,1000
유제품,요구르트,마시는 요구르트,03690800010,887,매일피크닉청포도,1000
유제품,우유,가공우유,03690800011,888,매일아몬드브리즈뉴트리플러스프로틴,1000
유제품,요구르트,마시는 요구르트,03690800012,889,매일썬업그린(과일야채샐러드),1000
유제품,치즈,까망베르치즈,03690800013,890,매일유업)까망베르자연치즈100G,1000
유제품,치즈,생치즈,03690800014,891,매일유업)브리자연치즈100G,1000
유제품,치즈,체다치즈,03690800015,892,매일유업)수제고다치즈상하농원100G,1000
유제품,요구르트,떠먹는 요구르트,03690800016,893,매일유업)바이오달지않은플레인요거트900G,1000
유제품,우유,일반우유,03690800017,894,매일유업)슬로우밀크저지방180ML,1000
유제품,요구르트,마시는 요구르트,03690800018,895,매일바이오드링킹요거트블루베리,1000
유제품,버터,무염버터,03690800019,896,매일유업)알라무엽버터400G,1000
유제품,버터,무염버터,03690800020,897,매일유업)루어팍 무염버터250G,1000
유제품,치즈,크림치즈,03690800021,898,매일유업)아리아크림치즈-유크림120G,1000
유제품,치즈,크림치즈,03690800022,899,매일유업)아리아네츄럴크림치즈150G,1000
유제품,치즈,체다치즈,03690800023,900,매일유업)상하치즈체다슬라이스500G,1000
유제품,우유,가공우유,03690800024,901,매일유업)유기농코코아우유125ML,1000
유제품,우유,가공우유,03690800025,902,매일유업)유기농바나나우유125ML,1000
유제품,우유,일반우유,03690800026,903,매일유업)유기농우유125ML,1000
유제품,요구르트,마시는 요구르트,03690800027,904,매일바이오드링킹요거트매실푸룬,1000
유제품,요구르트,떠먹는 요구르트,03690800028,905,매일바이오백도요거트,1000
유제품,요구르트,떠먹는 요구르트,03690800029,906,매일바이오블루베리요거트,1000
유제품,요구르트,마시는 요구르트,03690800030,907,매일바이오화이버&칼슘,1000
의약외품,유아용품,유아양기저귀,03701000001,908,매직팬티컴포트,1000
의약외품,건강보조식품,비타민/미네랄,03721000001,909,매크로통상)LEON레옹비타민C레몬젤리80G,1000
의약외품,위생용품,바디보습,03811000001,910,맨소래덤아시아퍼시픽)멘소래담마사지롤온로션50ML,1000
의약외품,위생용품,밴드류,03851000001,911,메디코리아 초이스엘표준형밴드50매,1000
의약외품,위생용품,밴드류,03851000002,912,메디코리아 초이스엘혼합형밴드50매,1000
의약외품,위생용품,밴드류,03851000003,913,메디코리아)초이스엘메디고탄력밴드에이36매,1000
의약외품,위생용품,밴드류,03851000004,914,메디코리아)초이스엘투명밴드방수용혼합형13매,1000
의약외품,위생용품,밴드류,03851000005,915,메디코리아)초이스엘쿠션방수밴드16매,1000
의약외품,위생용품,밴드류,03851000006,916,메디코리아)초이스엘하이드로콜로이드메디덤밴드대형2매,1000
의약외품,위생용품,밴드류,03851000007,917,메디코리아)초이스엘드레싱밴드중형12매,1000
의약외품,위생용품,콘돔,04261000001,918,바른생각익스트림에어핏,1000
의약외품,위생용품,콘돔,04261000002,919,바른생각베스트셀러콘돔3종세트,1000
의약외품,위생용품,렌즈관리용품,04301000001,920,바슈롬)리뉴후레쉬,1000
의약외품,위생용품,콘돔,04391000001,921,아우성슬림3매,1000
의약외품,제습/탈취,탈취제,04611000001,922,벤텍스헬시크린리프레셔(향균스프레이),1000
의약외품,기능성음료,숙취해소음료,04651000001,923,보고신약)우루에스+메가센타S,1000
의약외품,기능성음료,숙취해소음료,04651000002,924,보고신약)노니메이트100ML,1000
면류,봉지면,국물봉지라면,04670300002,925,보라티알)시금치맛페투치네,1000
의약외품,구강용품,치약,04881000001,926,부광 안티프라그 치약,1000
의약외품,구강용품,치약,04891000001,927,부광약품시린메드에프치약,1000
의약외품,위생용품,임신/배란테스트기,05081000001,928,브랜즈홀딩스)개인용체외진단검사시약2갑,1000
의약외품,위생용품,임신/배란테스트기,05081000002,929,브랜즈홀딩스)개인용체외진단검사시약1갑,1000
면류,봉지면,국물봉지라면,05800300001,930,삼경에프에스)삿포로라멘미소5개입,1000
면류,봉지면,국물봉지라면,05860300001,931,삼색동물원파스타,1000
면류,봉지면,국물봉지라면,05870300001,932,삼색러브파스타,1000
면류,봉지면,국물봉지라면,05940300003,933,삼양)나가사끼짬뽕115G,1000
면류,봉지면,국물봉지라면,05940300004,934,삼양)삼양라면매운맛120G,1000
면류,봉지면,비빔봉지라면,05940300005,935,삼양)불닭볶음탕면120G,1000
면류,봉지면,비빔봉지라면,05940300006,936,삼양)쫄볶이불닭볶음면120G,1000
면류,봉지면,국물봉지라면,05940300007,937,삼양)삼양라면매운맛110G,1000
면류,봉지면,국물봉지라면,05940300008,938,삼양)쇠고기면120G,1000
면류,봉지면,국물봉지라면,05940300009,939,삼양)삼양라면골드120G,1000
면류,봉지면,국물봉지라면,05940300010,940,삼양)나가사끼짬뽕,1000
면류,봉지면,비빔봉지라면,05960300001,941,삼양 미트스파게티 불닭볶음면 110G,1000
면류,봉지면,비빔봉지라면,05960300002,942,삼양 짜장 불닭볶음면 105G,1000
면류,용기면,비빔용기라면,05960300003,943,삼양 크림까르보불닭볶음면큰컵 120G,1000
면류,용기면,비빔용기라면,05960300004,944,삼양)까르보불닭볶음면큰컵105G,1000
면류,봉지면,국물봉지라면,05960300005,945,삼양식품 초마짬뽕4개입번들 500G,1000
면류,용기면,비빔용기라면,05960300006,946,삼양)치즈불닭볶음면큰컵105G,1000
면류,봉지면,국물봉지라면,05960300007,947,삼양)삼양라면120G(봉지),1000
면류,봉지면,국물봉지라면,05960300008,948,삼양맛있는라면,1000
면류,봉지면,비빔봉지라면,05960300009,949,삼양)짜짜로니140G(봉지),1000
면류,봉지면,국물봉지라면,05960300010,950,삼양)손칼국수100G(봉지),1000
면류,봉지면,비빔봉지라면,05960300011,951,삼양식품)맛이차이나짜장면,1000
면류,봉지면,비빔봉지라면,05960300012,952,삼양불닭볶음면140G(봉),1000
면류,봉지면,국물봉지라면,05960300013,953,삼양라면110g,1000
면류,용기면,비빔용기라면,05960300014,954,삼양큰컵불닭볶음면105G,1000
면류,봉지면,비빔봉지라면,05960300015,955,삼양치즈불닭볶음면(봉지)140G,1000
면류,봉지면,비빔봉지라면,05960300016,956,삼양)까르보불닭볶음면(낱개)130g,1000
면류,봉지면,비빔봉지라면,05960300017,957,삼양크림까르보불닭볶음면(봉지)130G,1000
면류,봉지면,비빔봉지라면,05960300018,958,삼양식품맛이차이나짜장면140G,1000
면류,봉지면,국물봉지라면,06130300001,959,샘표잔치국수89G,1000
의약외품,위생용품,밴드류,06331000001,960,테라스킨러버덕아쿠아밴드,1000
의약외품,위생용품,밴드류,06331000002,961,테라스킨탄력밴드혼합형14매,1000
면류,봉지면,국물봉지라면,06670300001,962,성풍양행)블루엘리펀트쿠킹세트팟타이누들,1000
면류,용기면,국물용기라면,06790300001,963,세진식품)시카고컵당면매콤한맛180G,1000
면류,용기면,비빔용기라면,06790300002,964,세진식품)시카고컵당면궁중요리맛180G,1000
의약외품,위생용품,바디보습,06801000001,965,세청인터네셔널페트롤리움젤리,1000
의약외품,생리용품,팬티라이너,06901000001,966,소피바디피트천연코튼팬티라이너라벤더,1000
의약외품,위생용품,위생솜/거즈,07831000001,967,신한제약가디언가아제10cm*10cm*8겹,1000
의약외품,위생용품,밴드류,08031000001,968,쓰리엠 넥스케어 1회용반창고 숨쉬는방수밴드투명중형 20매,1000
의약외품,위생용품,밴드류,08031000002,969,쓰리엠 넥스케어블레미쉬클리어커버28매입,1000
의약외품,위생용품,밴드류,08031000003,970,쓰리엠 넥스케어 컴포트탄력밴드 10매중형,1000
의약외품,구강용품,치약,08251000011,971,아모레)메디안 덴탈화이트 플러스 미백치약 푸르터향,1000
의약외품,구강용품,치약,08251000012,972,아모레)메디안 덴탈화이트 플러스 미백치약 스피아향,1000
의약외품,구강용품,치약,08251000013,973,아모레퍼시픽)메디안치석오리지널치약120G,1000
의약외품,구강용품,치약,08251000014,974,아모레퍼시픽메디안 덴탈솔루션치약,1000
의약외품,구강용품,치약,08251000015,975,아모레)송천염치약150G,1000
의약외품,위생용품,밴드류,08491000001,976,아텍스더밴드키즈밴드,1000
의약외품,위생용품,밴드류,08590600043,977,애경)2080 진지발리스K 오리지널,1000
의약외품,유아용품,유아/아동용치약,08591000001,978,애경2080 키즈3 스텝치약 베리믹스향,1000
의약외품,구강용품,치약,08591000002,979,애경2080진지발리스120G,1000
의약외품,구강용품,치약,08591000003,980,애경)2080 진지발리스K 허벌민트,1000
의약외품,구강용품,치약,08591000004,981,애경2080시그네처150G,1000
의약외품,구강용품,치약,08601000001,982,2080퓨어솔트치약핑크민트향160G,1000
의약외품,위생용품,치약,08601000002,983,2080시그니처토탈블루,1000
의약외품,구강용품,치약,08601000003,984,2080퓨어솔트치약크리스탈민트향160G,1000
의약외품,위생용품,밴드류,08771000001,985,에버레이드후렉스밴드,1000
의약외품,위생용품,밴드류,08771000002,986,에버레이드)메디힐에이제로샷스킨드레싱패치80패치,1000
면류,봉지면,국물봉지라면,08870300001,987,에스씨코리아 우육면200G,1000
면류,봉지면,국물봉지라면,08870300002,988,에스씨코리아)마라우육미엔,1000
의약외품,위생용품,핸드워시/손세정제,09251000001,989,(주)에프에이해피홈알콜스왑,1000
의약외품,위생용품,밴드류,09251000002,990,(주)에프에이해피홈압박용밴드,1000
의약외품,구강용품,치약,09411000001,991,LG생활건강)페리오토탈7오리지널어드밴스치약120G,1000
면류,봉지면,국물봉지라면,09450300001,992,엠디에스코리아아라비아따파스타,1000
면류,봉지면,비빔봉지라면,09450300002,993,엠디에스코리아베이컨까르보나라파스타,1000
면류,용기면,국물용기라면,09750300001,994,오뚜기참깨라면(컵),1000
면류,용기면,국물용기라면,09750300002,995,오뚜기)컵누들김치쌀국수34.8G,1000
면류,용기면,국물용기라면,09750300003,996,오뚜기컵누들매콤37.8G,1000
면류,봉지면,국물봉지라면,09750300004,997,오뚜기 떡라면 140G,1000
면류,용기면,국물용기라면,09750300005,998,오뚜기 컵누들 팟타이쌀국수 50G,1000
면류,용기면,비빔용기라면,09750300006,999,오뚜기 컵누들 마라볶음쌀국수 48G,1000
